Date,AAPL,GOOGL,MSFT,AMZN,TSLA,JPM,META,NVDA,BAC,JNJ,PFE,UNH,XOM,CVX,WMT,PG,KO,HD,COP
2024-01-02,,,,,,,,,,,,,,,,,,,
2024-01-03,-0.007487610428786873,-0.004497964424858836,-0.004511719792834601,0.0040042176897152615,0.022604319563849895,0.011286011286011366,0.008080009040569491,0.028195332613570434,-0.006944444444444309,-0.0025585023400935825,0.007766103243490141,-0.0085285848172445,0.02281957068265328,0.012758737699355205,-0.002948187178522188,-0.009313977389517114,-0.004158349966733255,-0.007319328841326467,0.01335002085940773
2024-01-04,0.009063772048846674,0.009571587190490005,0.014910563436938418,-0.005334845302372271,0.019028871391076008,-0.0023494860499265746,0.012415223361919248,0.01391300835992082,0.017026451809060594,0.00800800800800805,-0.003853127833182146,0.006106437281406363,-0.014463981849120788,-0.003752596662869423,0.007360805284680749,0.016533748297996587,0.00968765658927695,0.017222103918228093,-0.005516673528200955
2024-01-05,0.011886833046471645,0.002704144782452289,0.007398599550799245,0.012414333648576914,0.01674179008370902,0.009420076538121824,-0.006948096885813104,-0.03335922407440606,0.02002989536621813,0.010675273088381232,0.014334470989761039,0.006088165658235889,0.025323741007194256,0.017959238582094583,0.010367224581563805,0.010651868860823921,0.012903225806451424,0.01857909197958918,0.01962245404868357
2024-01-08,-0.006219103811194282,-0.005187367872346527,-0.003698360655737809,-0.008685526362092078,-0.02580747308423048,-0.014581510644502749,-0.008529854490717526,-0.013268501730674176,-0.009964830011723214,-0.008535986244166183,-0.015477792732166873,-0.010533786560083636,-0.013471793432500712,-0.01030791595083913,-0.008221040919767608,-0.008393815083622469,-0.005552833578311267,-0.008914579319203697,-0.010231425091351998
2024-01-09,0.01609970047068887,0.013561850699561617,0.015348567818028735,0.014076689234979511,0.03924914675767921,0.02545131695767977,0.03590305892937473,0.07093042679361883,0.03285968028419184,0.015484670176525217,0.028024606971975397,0.023745705764657066,0.030535798956851545,0.024502603818934432,0.017450919289498268,0.02329429735234223,0.020693053046477283,0.02304422209549495,0.028304208712773837
2024-01-10,0.013475811970311113,0.0047569127815554335,0.00842689345813774,0.005276289158466785,0.022167487684729092,0.014025974025974053,0.010123490297190951,0.030337889216011327,0.016050444253367768,0.011161939615736527,0.017065602836879412,0.012095287263072407,0.014355387871537673,0.02170087976539592,0.016171516079632298,0.010386864037815524,0.015607401448109348,0.016621481237489633,0.026567735758736166
2024-01-11,-0.012361709863397907,-0.007800133634905171,-0.011210531728890305,-0.007682956941252428,-0.028915662650602414,-0.018385701275045685,-0.014132946423773385,-0.056353486611789294,-0.02200282087447114,-0.010013270599589785,-0.024188276312922197,-0.019073817678350036,-0.021228340742084795,-0.028319938767699893,-0.019410452709626824,-0.015758694983071697,-0.02122940430925213,-0.02188271066470615,-0.02937747726742823
2024-01-12,0.01814357086510654,0.012787917200846932,0.02051695444143964,0.01295511170234831,0.05254243963921401,0.034154827486228,0.03087866564918773,0.0944712936410852,0.04499567349293332,0.020290031684133458,0.03483698079499775,0.034042158046243776,0.042265270182593406,0.048116056190101064,0.034855843117969076,0.0333979610982551,0.04321786986079634,0.041890686711683056,0.05340699815837935
2024-01-16,-0.010537190082644532,-0.008142656497235445,-0.01189960504522869,-0.008018190521780766,-0.03203233169928532,-0.01934507121229123,-0.01768671513549236,-0.04477994796438112,-0.030637593154844045,-0.009316213795162787,-0.01445835131635742,-0.024372283487194113,-0.025700311249444163,-0.023673827268741787,-0.021147677319710123,-0.017490770441203063,-0.010395655546935667,-0.024994497297561646,-0.03207661903314074
